mean_accelerometer_X,mean_accelerometer_Y,mean_accelerometer_Z,std_accelerometer_X,std_accelerometer_Y,std_accelerometer_Z,max_accelerometer_X,max_accelerometer_Y,max_accelerometer_Z,min_accelerometer_X,min_accelerometer_Y,min_accelerometer_Z,time_diff,activity
0.7307106000000001,-9.9455136,-2.0331559999999995,3.1386547214350133,8.103299510496099,5.055087676354782,5.152323,-2.782062,2.39899,-2.346318,-22.720974,-10.491392,0,stairs
0.0948106,-10.970232,-1.8301278,1.908046576469715,4.197264254589113,5.249345465585467,2.331953,-7.465121000000001,6.7516490000000005,-1.80044,-17.501614,-7.407660000000001,0,stairs
1.0496184,-8.102936,-3.624821,2.6409823060530524,3.197096288325392,3.083107144632424,3.222596,-2.715025,0.148441,-3.457227,-10.903194,-8.183380999999999,0,stairs
0.7690176000000004,-11.1138842,-6.8617818,5.383981670495759,2.4183023210225807,12.181943143060089,8.39886,-7.383717999999999,6.775591,-6.224924,-13.771448,-26.230873,0,stairs
2.2907724,-8.9351606,-6.4394448,1.3437878497303062,2.701599851495277,3.886667023377704,3.945645,-6.502651,-3.572149,0.7230489999999999,-11.96622,-12.555194,0,stairs
0.2547432,-7.146213,-2.0197486,1.926115152047172,2.690402064744505,2.4098500746015925,2.801216,-3.380613,0.205901,-1.608903,-10.146626,-5.133168,0,stairs
0.1915362,-10.5478948,-3.2800564000000003,3.187185675238454,7.429505745225431,4.320202940368809,5.152323,-3.270479,1.063026,-2.346318,-22.720974,-10.491392,0,stairs
0.745076,-10.2883634,-1.4796163999999998,2.649849493802148,5.401685575458674,5.327475976670407,3.222596,-2.715025,6.7516490000000005,-3.457227,-17.501614,-7.407660000000001,0,stairs
2.4468744,-10.9003212,-2.1950037999999994,3.687420586064641,2.1355705684188244,5.53542281512268,8.39886,-8.044516999999999,6.775591,-1.647211,-13.771448,-8.183380999999999,0,stairs
-0.1819594,-8.664137,-9.2339568,3.4507761852135963,2.502124346322041,9.74163461853996,2.494758,-6.502651,-3.572149,-6.224924,-12.23437,-26.230873,0,stairs
2.1815968,-8.8020432,-5.947197,2.073010101544298,3.533297270723722,4.686671739230837,3.945645,-3.380613,-0.057461,-1.35033,-11.96622,-12.555194,0,stairs
-0.2825156,-7.2726266,-1.667322,1.2144195685780512,2.409355413533109,1.555849389026136,1.685518,-4.13718,0.205901,-1.608903,-10.146626,-3.998317,0,stairs
-0.8408436,-9.675447600000002,-0.1359905999999999,1.668803895450511,5.474242191834346,4.275905765874326,1.7525560000000002,-3.270479,6.7516490000000005,-2.346318,-17.501614,-3.801992,0,stairs
1.0706874,-8.4429128,-4.6380472,2.6531117653420293,3.2786724505228024,3.374614590659162,3.222596,-2.715025,0.148441,-3.457227,-10.903194,-8.183380999999999,0,stairs
2.459324,-10.2759136,-2.0839130000000003,3.7038056966279296,2.647984960850666,5.584124709274454,8.39886,-7.383717999999999,6.775591,-1.647211,-13.771448,-8.690952000000001,0,stairs
0.2566586,-9.0299708,-10.0661814,3.752114411845712,2.8307633617204213,9.792996750499578,3.284845,-6.502651,-3.572149,-6.224924,-12.23437,-26.230873,0,stairs
0.7067686,-7.4689516,-3.416047,2.5196072647083905,3.1906013566780485,3.5213367455445805,3.945645,-3.380613,0.205901,-1.608903,-11.760319,-8.09719,0,stairs
-0.2317588,-6.74686,-1.5150508000000005,1.131429970976198,2.8107008371469377,1.31636500986702,1.685518,-4.13718,0.253785,-1.278504,-10.146626,-3.284845,0,stairs
1.0764334,-11.2383826,-2.123178,2.0222587574904454,3.962807999098404,5.275743538486637,3.222596,-7.465121000000001,6.7516490000000005,-1.80044,-17.501614,-7.407660000000001,0,stairs
0.075657,-8.6890366,-1.6519988,2.535113571553255,3.624550092075472,5.622344095308753,2.264915,-2.715025,6.775591,-3.457227,-11.851298,-8.183380999999999,0,stairs
1.3532028000000005,-10.0441548,-8.931329800000002,5.211986943372719,3.098016786174778,9.96277518332782,8.39886,-6.502651,-2.566584,-6.224924,-13.771448,-26.230873,0,stairs
2.5962726,-9.5001924,-6.7516486,1.222963428849898,2.336414611780688,3.654529381886784,3.945645,-6.871359,-3.892972,0.7230489999999999,-11.96622,-12.555194,0,stairs
-0.4003103999999999,-6.108087,-1.2430696,1.2981545501038387,2.639102084290508,1.6667963468374891,1.685518,-3.380613,0.205901,-1.608903,-10.146626,-3.998317,0,stairs
0.1398213999999999,-7.2161238,-2.6451138,1.3180137569228176,2.1473920225102585,1.7878756059449996,1.613692,-4.1419690000000005,0.253785,-1.278504,-9.203311,-4.151545,0,stairs
1.2229586,-9.7625968,-3.7617694,2.669208782895467,5.251143368348383,2.731408847651666,3.222596,-2.715025,0.148441,-3.457227,-17.501614,-7.407660000000001,0,stairs
2.4928430000000006,-10.9798088,-3.001371,3.686017511119013,2.097536677880437,6.233738379685139,8.39886,-8.044516999999999,6.775591,-1.647211,-13.771448,-8.690952000000001,0,stairs
-0.2355893999999999,-8.1134704,-10.0068052,3.400493534699382,2.342093552851871,9.840567428297424,2.226608,-6.502651,-3.572149,-6.224924,-12.23437,-26.230873,0,stairs
1.6855182,-8.561665399999999,-3.394978,2.3392344977136648,3.675639979563736,3.5172947520434645,3.945645,-3.380613,0.205901,-1.35033,-11.96622,-8.09719,0,stairs
-0.4874594,-6.8263474,-1.6577452,1.2923251519980563,2.793586135969553,1.5703421926096872,1.685518,-4.13718,0.253785,-1.608903,-10.146626,-3.998317,0,stairs
0.2815584,-7.9228922000000015,-2.6499022,1.7609980056321188,1.5167022647839292,1.9325897027120629,1.613692,-6.105214,0.636858,-2.54743,-9.792285,-4.151545,0,stairs
1.0496184,-8.102936,-3.624821,2.6409823060530524,3.197096288325392,3.083107144632424,3.222596,-2.715025,0.148441,-3.457227,-10.903194,-8.183380999999999,0,stairs
0.7690176000000004,-11.1138842,-6.8617818,5.383981670495759,2.4183023210225807,12.181943143060089,8.39886,-7.383717999999999,6.775591,-6.224924,-13.771448,-26.230873,0,stairs
2.2907724,-8.9351606,-6.4394448,1.3437878497303062,2.701599851495277,3.886667023377704,3.945645,-6.502651,-3.572149,0.7230489999999999,-11.96622,-12.555194,0,stairs
