mean_accelerometer_X,mean_accelerometer_Y,mean_accelerometer_Z,std_accelerometer_X,std_accelerometer_Y,std_accelerometer_Z,max_accelerometer_X,max_accelerometer_Y,max_accelerometer_Z,min_accelerometer_X,min_accelerometer_Y,min_accelerometer_Z,time_diff,activity
-1.1473014,-9.932106200000002,-2.6345796,2.5686459202649554,4.567491043499669,5.798240992281047,1.426944,-5.262455,1.235408,-4.352658,-15.897499,-12.804191,0,walking
-0.4941630000000002,-15.4799502,-1.7094599999999995,4.922067980443231,6.865463454129532,8.531478895646785,7.192182000000001,-7.436389999999999,3.438074,-4.577713,-25.201366,-16.903064999999998,0,walking
1.406833,-8.9322876,1.7554286,2.2160285138184705,4.536362906124222,4.295709517086648,3.4189199999999995,-5.305551,9.169792,-1.647211,-15.586253,-1.570596,0,walking
3.0894778,-7.3913792,4.722323599999998,2.345033165758578,5.346738999891961,15.893683438988043,5.60722,0.1819589999999999,32.59945,-0.344765,-13.005303,-7.058106,0,walking
2.9697676,-14.2589078,-1.9469646,7.079221889501791,3.9784551665194994,4.363946353562656,11.113884,-9.174581,3.031059,-7.359775999999999,-19.603724,-8.226476,0,walking
-4.1141964,-6.740156600000001,0.0095769999999999,5.541225152582758,8.897460030666437,2.0512623104319205,3.2896330000000003,6.435614,2.853889,-12.277467,-17.166426,-2.054225,0,walking
-1.969949,-8.9083456,1.2239159999999998,2.480468056319412,4.515433674827292,1.4752038525212372,1.426944,-5.262455,3.438074,-4.352658,-16.49605,-0.651223,0,walking
1.5160087999999998,-13.1135212,-2.2773647999999995,4.340599097493075,8.267865918766203,8.187026043232285,7.192182000000001,-5.425261,1.944092,-4.577713,-25.201366,-16.903064999999998,0,walking
2.764824,-9.0768974,7.803182,2.827564587923501,6.412376896272301,14.539755780276364,5.60722,0.1819589999999999,32.59945,-1.647211,-15.586253,-1.570596,0,walking
-0.4960785999999998,-9.7262048,-0.9452306,4.196867803257484,4.009691851909034,4.016143851568791,3.672706,-4.161122,3.031059,-7.359775999999999,-15.322891,-7.058106,0,walking
4.5815442,-11.9681356,-2.545515,5.123039318154966,6.203249338067131,3.694134964347675,11.113884,-3.0502130000000003,1.273715,-2.978387,-19.603724,-8.226476,0,walking
